Movie Title,Oscar Ceremony Year,Cast Involved,Actor in a Leading Role,Actor in a Supporting Role,Actress in a Leading Role,Actress in a Supporting Role,Animated Feature Film,Animated Short Film,Art Direction,Best Picture,Cinematography,Costume Design,Directing,Documentary (Feature),Documentary (Short Subject),Documentary Feature Film,Documentary Short Film,Film Editing,Foreign Language Film,International Feature Film,Irving G. Thalberg Memorial Award,Jean Hersholt Humanitarian Award,Live Action Short Film,Makeup,Makeup and Hairstyling,Music (Original Score),Music (Original Song),Production Design,Short Film (Animated),Short Film (Live Action),Sound,Sound Editing,Sound Mixing,Visual Effects,Writing (Adapted Screenplay),Writing (Original Screenplay),Won_Oscars,Oscars_Won,Total_Oscars_Awarded,Percentage of Wins
Time,2021,"Garrett Bradley, Lauren Domino and Kellen Quinn",,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Time Freak,2012,Andrew Bowler and Gigi Causey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
Timecode,2017,Juanjo Giménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,23,0.0
Tinker Tailor Soldier Spy,2012,"Gary Oldman, Alberto Iglesias, Screenplay by Bridget O'Connor & Peter Straughan",Nominated,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,Nominated,,False,0,22,0.0
To Kill a Tiger,2024,"Nisha Pahuja, Cornelia Principe and David Oppenheim",,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
To Leslie,2023,Andrea Riseborough,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Toni Erdmann,2017,Germany,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
Top Gun: Maverick,2023,"Eddie Hamilton, Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer, Producers, Mark Weingarten, James H. Mather, Al Nelson, Chris Burdon and Mark Taylor, Ryan Tudhope, Seth Hill, Bryan Litson and Scott R. Fisher, Screenplay by Ehren Kruger and Eric Warren Singer and Christopher McQuarrie; Story by Peter Craig and Justin Marks",,,,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,,,,Winner,,,Nominated,Nominated,,True,1,21,4.76
Toy Story 3,2011,"Lee Unkrich, Darla K. Anderson, Producer, Tom Myers and Michael Silvers, Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",,,,,Winner,,,Nominated,,,,,,,,,,,,,,,,,,,,,,Nominated,,,Nominated,,True,1,22,4.55
Toy Story 4,2020,"Josh Cooley, Mark Nielsen and Jonas Rivera",,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,24,4.17
Traffic Stop,2018,Kate Davis and David Heilbroner,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Transformers: Dark of the Moon,2012,"Ethan Van der Ryn and Erik Aadahl, Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin, Scott Farrar, Scott Benza, Matthew Butler and John Frazier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,Nominated,Nominated,,,False,0,22,0.0
Transformers: Revenge of the Fallen,2010,"Greg P. Russell, Gary Summers and Geoffrey Patterson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,False,0,23,0.0
Triangle of Sadness,2023,"Ruben Östlund, Erik Hemmendorff and Philippe Bober, Producers, Written by Ruben Östlund",,,,,,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,Nominated,False,0,21,0.0
Tron: Legacy,2011,Gwendolyn Yates Whittle and Addison Teague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,False,0,22,0.0
Tropic Thunder,2009,Robert Downey Jr.,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Trouble the Water,2009,Tia Lessin and Carl Deal,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
True Grit,2011,"Jeff Bridges, Hailee Steinfeld, Production Design: Jess Gonchor; Set Decoration: Nancy Haigh, Roger Deakins, Mary Zophres, Joel Coen and Ethan Coen, Scott Rudin, Ethan Coen and Joel Coen, Producers, Skip Lievsay and Craig Berkey, Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland, Written for the screen by Joel Coen & Ethan Coen",Nominated,,,Nominated,,,Nominated,Nominated,Nominated,Nominated,Nominated,,,,,,,,,,,,,,,,,,,Nominated,Nominated,,Nominated,,False,0,22,0.0
Trumbo,2016,Bryan Cranston,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Turning Red,2023,Domee Shi and Lindsey Collins,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
"Two Days, One Night",2015,Marion Cotillard,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Two Distant Strangers,2021,Travon Free and Martin Desmond Roe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,,,,,,True,1,21,4.76
Tár,2023,"Cate Blanchett, Florian Hoffmeister, Todd Field, Monika Willi, Todd Field, Alexandra Milchan and Scott Lambert, Producers, Written by Todd Field",,,Nominated,,,,,Nominated,Nominated,,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,Nominated,False,0,21,0.0
Unbroken,2015,"Roger Deakins, Becky Sullivan and Andrew DeCristofaro, Jon Taylor, Frank A. Montaño and David Lee",,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,Nominated,Nominated,,,,False,0,23,0.0
Undefeated,2012,"TJ Martin, Dan Lindsay and Rich Middlemas",,,,,,,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
Unstoppable,2011,Mark P. Stoeckinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,False,0,22,0.0
Up,2010,"Pete Docter, Michael Giacchino, Jonas Rivera, Producer, Michael Silvers and Tom Myers, Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",,,,,Winner,,,Nominated,,,,,,,,,,,,,,,,Winner,,,,,,Nominated,,,,Nominated,True,2,23,8.7
Up in the Air,2010,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Reitman, Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers, Screenplay by Jason Reitman and Sheldon Turner",Nominated,,,Nominated,,,,Nominated,,,Nominated,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,23,0.0
Vice,2019,"Christian Bale, Sam Rockwell, Amy Adams, Adam McKay, Hank Corwin, Greg Cannom, Kate Biscoe and Patricia Dehaney, Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers, Written by Adam McKay",Nominated,Nominated,,Nominated,,,,Nominated,,,Nominated,,,,,Nominated,,,,,,,Winner,,,,,,,,,,,Nominated,True,1,23,4.35
Vicky Cristina Barcelona,2009,Penélope Cruz,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
Victoria & Abdul,2018,"Consolata Boyle, Daniel Phillips and Lou Sheppard",,,,,,,,,,Nominated,,,,,,,,,,,,,Nominated,,,,,,,,,,,,False,0,22,0.0
Virunga,2015,Orlando von Einsiedel and Joanna Natasegara,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
W.E.,2012,Arianne Phillips,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Walk Run Cha-Cha,2020,Laura Nix and Colette Sandstedt,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,24,0.0
WALL-E,2009,"Andrew Stanton, Thomas Newman, Ben Burtt and Matthew Wood, Tom Myers, Michael Semanick and Ben Burtt, Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter",,,,,Winner,,,,,,,,,,,,,,,,,,,Nominated,,,,,,Nominated,Nominated,,,Nominated,True,1,23,4.35
Waltz with Bashir,2009,Israel,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
Wanted,2009,"Wylie Stateman, Wanted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,Nominated,,,,False,0,23,0.0
War for the Planet of the Apes,2018,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,22,0.0
War Horse,2012,"Production Design: Rick Carter; Set Decoration: Lee Sandales, Janusz Kaminski, John Williams, Steven Spielberg and Kathleen Kennedy, Producers, Richard Hymns and Gary Rydstrom, Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson",,,,,,,Nominated,Nominated,Nominated,,,,,,,,,,,,,,,Nominated,,,,,,Nominated,Nominated,,,,False,0,22,0.0
WAR IS OVER! Inspired by the Music of John & Yoko,2024,Dave Mullins and Brad Booker,,,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,22,4.55
War Witch,2013,Canada,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,22,0.0
Warrior,2012,Nick Nolte,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Waste Land,2011,Lucy Walker and Angus Aynsley,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Watani: My Homeland,2017,Marcel Mettelsiefen and Stephen Ellis,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Watu Wote/All of Us,2018,Katja Benrath and Tobias Rosen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
We Can't Live without Cosmos (Мы не можем жить без космоса),2016,Konstantin Bronzit,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Weekends,2019,Trevor Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
West Side Story,2022,"Ariana DeBose, Janusz Kaminski, Paul Tazewell, Steven Spielberg, Steven Spielberg and Kristie Macosko Krieger, Producers, Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo, Tod A. Maitland, Gary Rydstrom, Brian Chumney, Andy Nelson and Shawn Murphy",,,,Winner,,,,Nominated,Nominated,Nominated,Nominated,,,,,,,,,,,,,,,Nominated,,,Nominated,,,,,,True,1,22,4.55
"What Happened, Miss Simone?",2016,"Liz Garbus, Amy Hobby and Justin Wilkes",,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
When Marnie Was There,2016,Hiromasa Yonebayashi and Yoshiaki Nishimura,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
When We Were Bullies,2022,Jay Rosenblatt,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Which Way Home,2010,Rebecca Cammisa,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Whiplash,2015,"J.K. Simmons, Tom Cross, Jason Blum, Helen Estabrook and David Lancaster, Producers, Craig Mann, Ben Wilkins and Thomas Curley, Written by Damien Chazelle",,Winner,,,,,,Nominated,,,,,,,,Winner,,,,,,,,,,,,,,,Winner,,Nominated,,True,3,23,13.04
White Earth,2015,J. Christian Jensen,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
White Eye,2021,Tomer Shushan and Shira Hochman,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,21,0.0
Wild,2015,"Reese Witherspoon, Laura Dern",,,Nominated,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Wild Life,2012,Amanda Forbis and Wendy Tilby,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,22,0.0
Wild Tales,2015,Argentina,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,False,0,23,0.0
Winter on Fire: Ukraine’s Fight for Freedom,2016,Evgeny Afineevsky and Den Tolmor,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,23,0.0
Winter's Bone,2011,"John Hawkes, Jennifer Lawrence, Anne Rosellini and Alix Madigan-Yorkin, Producers, Adapted for the screen by Debra Granik & Anne Rosellini",,Nominated,Nominated,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,False,0,22,0.0
Wish 143,2011,Ian Barnes and Samantha Waite,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,False,0,22,0.0
Wolfwalkers,2021,"Tomm Moore, Ross Stewart, Paul Young and Stéphan Roelants",,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,21,0.0
Women Talking,2023,"Dede Gardner, Jeremy Kleiner and Frances McDormand, Producers, Screenplay by Sarah Polley",,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,Winner,,True,1,21,4.76
Wonder,2018,Arjen Tuiten,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,,,,,False,0,22,0.0
World of Tomorrow,2016,Don Hertzfeldt,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,23,0.0
Wreck-It Ralph,2013,Rich Moore,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
Writing with Fire,2022,Rintu Thomas and Sushmit Ghosh,,,,,,,,,,,,Nominated,,,,,,,,,,,,,,,,,,,,,,,False,0,22,0.0
X-Men: Days of Future Past,2015,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,False,0,23,0.0
Yes-People,2021,Gísli Darri Halldórsson and Arnar Gunnarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,Nominated,,,,,,,,False,0,21,0.0
Zero Dark Thirty,2013,"Jessica Chastain, Dylan Tichenor and William Goldenberg, Mark Boal, Kathryn Bigelow and Megan Ellison, Producers, Paul N.J. Ottosson, Written by Mark Boal",,,Nominated,,,,,Nominated,,,,,,,,Nominated,,,,,,,,,,,,,,Nominated,,,,Nominated,False,0,22,0.0
Zootopia,2017,"Byron Howard, Rich Moore and Clark Spencer",,,,,Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1,23,4.35
